UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power [W],Disipation,Type_H,Type_L,Type_M,Machine failure,TWF,HDF,PWF,OSF
1803,H31216,298.1,307.6,1496,44.1,104,6908.739236362387,9.5,True,False,False,0,0,0,0,0
1804,L48983,298.1,307.7,1388,40.3,109,5857.6461102753365,9.599999999999966,False,True,False,0,0,0,0,0
1805,L48984,298.1,307.7,1495,48.1,111,7530.345230777174,9.599999999999966,False,True,False,0,0,0,0,0
1806,H31219,298.1,307.7,1376,56.2,113,8098.104327109433,9.599999999999966,True,False,False,0,0,0,0,0
1807,H31220,298.0,307.6,1593,32.2,118,5371.557950960901,9.600000000000023,True,False,False,0,0,0,0,0
1808,L48987,298.0,307.6,1654,28.9,123,5005.667126572808,9.600000000000023,False,True,False,0,0,0,0,0
1809,L48988,298.1,307.7,2567,12.8,125,3440.8398258197326,9.599999999999966,False,True,False,1,0,0,1,0
1810,L48989,298.1,307.7,1767,27.0,127,4996.074797003847,9.599999999999966,False,True,False,0,0,0,0,0
1811,L48990,298.1,307.6,1364,53.8,129,7684.670733897015,9.5,False,True,False,0,0,0,0,0
1812,M16671,298.1,307.8,1569,31.2,131,5126.325228421681,9.699999999999989,False,False,True,0,0,0,0,0
1813,L48992,298.2,307.8,1476,36.8,134,5688.041994883535,9.600000000000023,False,True,False,0,0,0,0,0
1814,L48993,298.1,307.7,1479,45.0,136,6969.623301988955,9.599999999999966,False,True,False,0,0,0,0,0
1815,L48994,298.1,307.7,1650,34.1,138,5892.057021807656,9.599999999999966,False,True,False,0,0,0,0,0
1816,M16675,298.1,307.6,1565,36.3,140,5949.076928470311,9.5,False,False,True,0,0,0,0,0
1817,L48996,298.1,307.6,1460,46.5,143,7109.424175073701,9.5,False,True,False,0,0,0,0,0
1818,L48997,298.1,307.7,1664,27.6,145,4809.401361527543,9.599999999999966,False,True,False,0,0,0,0,0
1819,M16678,298.1,307.7,1435,40.9,147,6146.159507605511,9.599999999999966,False,False,True,0,0,0,0,0
1820,M16679,298.1,307.6,2066,19.2,150,4153.9394702825675,9.5,False,False,True,0,0,0,0,0
1821,L49000,298.1,307.5,1493,43.7,153,6832.346175002594,9.399999999999977,False,True,False,0,0,0,0,0
1822,L49001,298.1,307.6,1354,43.3,155,6139.530747106437,9.5,False,True,False,0,0,0,0,0
1823,L49002,298.1,307.6,1488,39.4,157,6139.426027351317,9.5,False,True,False,0,0,0,0,0
1824,L49003,298.1,307.7,1414,48.7,159,7211.190833098987,9.599999999999966,False,True,False,0,0,0,0,0
1825,L49004,298.1,307.5,1391,57.4,161,8361.181295921042,9.399999999999977,False,True,False,0,0,0,0,0
1826,M16685,298.0,307.5,1784,27.8,163,5193.597199110551,9.5,False,False,True,0,0,0,0,0
1827,H31240,297.8,307.3,1516,40.1,166,6366.081465332309,9.5,True,False,False,0,0,0,0,0
1828,M16687,297.9,307.3,1420,47.8,171,7107.958098502026,9.400000000000034,False,False,True,0,0,0,0,0
1829,L49008,297.8,307.2,1351,56.3,174,7965.120710082977,9.399999999999977,False,True,False,0,0,0,0,0
1830,L49009,297.8,307.2,1880,23.0,176,4528.082211374089,9.399999999999977,False,True,False,0,0,0,0,0
1831,L49010,297.8,307.3,1859,24.0,178,4672.17659441874,9.5,False,True,False,0,0,0,0,0
1832,M16691,297.8,307.3,1315,54.0,180,7436.14981104704,9.5,False,False,True,0,0,0,0,0
1833,M16692,297.8,307.4,1330,51.7,183,7200.635081782925,9.599999999999966,False,False,True,0,0,0,0,0
1834,L49013,297.8,307.3,1327,61.0,186,8476.7500176711,9.5,False,True,False,1,0,0,0,1
1835,L49014,297.8,307.2,1498,38.1,188,5976.754359748438,9.399999999999977,False,True,False,0,0,0,0,0
1836,H31249,297.8,307.3,1555,35.8,190,5829.644047756339,9.5,True,False,False,0,0,0,0,0
1837,L49016,297.7,307.2,1518,35.8,195,5690.932260124838,9.5,False,True,False,0,0,0,0,0
1838,L49017,297.7,307.2,1392,43.0,197,6268.105662442355,9.5,False,True,False,0,0,0,0,0
1839,M16698,297.8,307.2,1456,39.6,199,6037.889752787295,9.399999999999977,False,False,True,0,0,0,0,0
1840,L49019,297.7,307.1,1715,30.2,0,5423.750276912538,9.400000000000034,False,True,False,0,0,0,0,0
1841,M16700,297.7,307.2,1405,43.7,2,6429.63588471443,9.5,False,False,True,0,0,0,0,0
1842,L49021,297.7,307.2,1668,37.8,5,6602.6224481965955,9.5,False,True,False,0,0,0,0,0
1843,H31256,297.7,307.1,1855,22.5,7,4370.7407793068,9.400000000000034,True,False,False,0,0,0,0,0
1844,L49023,297.6,307.1,1496,39.2,12,6141.101543433232,9.5,False,True,False,0,0,0,0,0
1845,M16704,297.6,307.1,1471,44.9,14,6916.519914167777,9.5,False,False,True,0,0,0,0,0
1846,L49025,297.7,307.2,1444,40.0,17,6048.613055711548,9.5,False,True,False,0,0,0,0,0
1847,H31260,297.7,307.3,1514,38.6,19,6119.864377094965,9.600000000000023,True,False,False,0,0,0,0,0
1848,L49027,297.8,307.3,1412,50.7,24,7496.719717408251,9.5,False,True,False,0,0,0,0,0
1849,H31262,297.7,307.2,1429,44.1,26,6599.323775910327,9.5,True,False,False,0,0,0,0,0
1850,L49029,297.7,307.2,1668,32.7,31,5711.792435344675,9.5,False,True,False,0,0,0,0,0
1851,M16710,297.7,307.2,1372,52.8,33,7586.066612476344,9.5,False,False,True,0,0,0,0,0
1852,M16711,297.7,307.3,1365,49.2,36,7032.769314326111,9.600000000000023,False,False,True,0,0,0,0,0
1853,M16712,297.6,307.1,1526,39.1,39,6248.271740822692,9.5,False,False,True,0,0,0,0,0
1854,L49033,297.6,307.2,1486,40.6,42,6317.910377977266,9.599999999999966,False,True,False,0,0,0,0,0
1855,M16714,297.6,307.2,1470,42.6,44,6557.760505103334,9.599999999999966,False,False,True,0,0,0,0,0
1856,H31269,297.7,307.3,1249,62.8,47,8213.924376271776,9.600000000000023,True,False,False,0,0,0,0,0
1857,M16716,297.8,307.4,1752,26.1,52,4788.541186307706,9.599999999999966,False,False,True,0,0,0,0,0
1858,L49037,297.7,307.4,1643,36.5,55,6279.991354648437,9.699999999999989,False,True,False,0,0,0,0,0
1859,M16718,297.8,307.4,1488,36.1,57,5625.21014181174,9.599999999999966,False,False,True,0,0,0,0,0
1860,L49039,297.8,307.4,1355,45.8,60,6498.803282970965,9.599999999999966,False,True,False,0,0,0,0,0
1861,L49040,297.8,307.6,1607,30.3,62,5099.024788261986,9.800000000000011,False,True,False,0,0,0,0,0
1862,M16721,297.9,307.6,1609,30.3,64,5105.370805422237,9.700000000000045,False,False,True,0,0,0,0,0
1863,L49042,297.9,307.7,1517,44.4,67,7053.37816213366,9.800000000000011,False,True,False,0,0,0,0,0
1864,M16723,297.9,307.7,1517,39.5,69,6274.964806402693,9.800000000000011,False,False,True,0,0,0,0,0
1865,L49044,297.9,307.7,1546,37.6,72,6087.317477203775,9.800000000000011,False,True,False,0,0,0,0,0
1866,L49045,297.9,307.7,1567,34.7,74,5694.126212655989,9.800000000000011,False,True,False,0,0,0,0,0
1867,M16726,298.1,307.9,1662,28.9,76,5029.878333956473,9.799999999999955,False,False,True,0,0,0,0,0
1868,L49047,298.1,307.9,1502,41.8,79,6574.68321753067,9.799999999999955,False,True,False,0,0,0,0,0
1869,L49048,298.3,308.0,1361,56.9,81,8109.59208424606,9.699999999999989,False,True,False,0,0,0,0,0
1870,M16729,298.3,308.1,1630,32.7,83,5581.667667632986,9.800000000000011,False,False,True,0,0,0,0,0
1871,L49050,298.3,308.0,1486,42.3,86,6582.453423360549,9.699999999999989,False,True,False,0,0,0,0,0
1872,L49051,298.3,308.1,1840,21.5,88,4142.71351253374,9.800000000000011,False,True,False,0,0,0,0,0
1873,L49052,298.3,308.1,1326,58.4,90,8109.330284858261,9.800000000000011,False,True,False,0,0,0,0,0
1874,L49053,298.4,308.1,1367,57.8,92,8274.180123367629,9.700000000000045,False,True,False,0,0,0,0,0
1875,L49054,298.4,308.1,1598,32.7,94,5472.088915875774,9.700000000000045,False,True,False,0,0,0,0,0
1876,L49055,298.3,308.0,1363,50.1,96,7150.924614027623,9.699999999999989,False,True,False,0,0,0,0,0
1877,L49056,298.3,308.0,1242,62.0,98,8063.840023234281,9.699999999999989,False,True,False,0,0,0,0,0
1878,M16737,298.2,307.8,1566,33.8,100,5542.9004142876865,9.600000000000023,False,False,True,0,0,0,0,0
1879,M16738,298.1,307.7,1424,47.7,103,7113.068422551866,9.599999999999966,False,False,True,0,0,0,0,0
1880,M16739,298.2,307.7,1608,33.8,106,5691.560578655555,9.5,False,False,True,0,0,0,0,0
1881,L49060,298.1,307.7,1705,29.1,109,5195.72301013948,9.599999999999966,False,True,False,0,0,0,0,0
1882,L49061,298.0,307.6,1548,45.8,111,7424.463086375685,9.600000000000023,False,True,False,0,0,0,0,0
1883,M16742,298.0,307.6,1581,43.4,113,7185.3878854375025,9.600000000000023,False,False,True,0,0,0,0,0
1884,M16743,298.0,307.6,1472,46.7,116,7198.6872943377,9.600000000000023,False,False,True,0,0,0,0,0
1885,M16744,298.0,307.6,1792,26.0,119,4879.102830535187,9.600000000000023,False,False,True,0,0,0,0,0
1886,L49065,298.0,307.6,1683,32.8,122,5780.781810017505,9.600000000000023,False,True,False,0,0,0,0,0
1887,L49066,297.9,307.6,1503,40.7,124,6405.92733215534,9.700000000000045,False,True,False,0,0,0,0,0
1888,M16747,297.9,307.5,1642,32.4,126,5571.174748169996,9.600000000000023,False,False,True,0,0,0,0,0
1889,M16748,297.8,307.4,1902,24.3,129,4840.000473973507,9.599999999999966,False,False,True,0,0,0,0,0
1890,H31303,297.7,307.4,1432,40.2,132,6028.339311120382,9.699999999999989,True,False,False,0,0,0,0,0
1891,L49070,297.8,307.4,1512,40.8,137,6460.119805429762,9.599999999999966,False,True,False,0,0,0,0,0
1892,L49071,297.7,307.4,1764,29.0,139,5357.043792901315,9.699999999999989,False,True,False,0,0,0,0,0
1893,M16752,297.8,307.4,1438,43.6,141,6565.593542786285,9.599999999999966,False,False,True,0,0,0,0,0
1894,L49073,297.8,307.5,1631,29.9,144,5106.857825944935,9.699999999999989,False,True,False,0,0,0,0,0
1895,H31308,297.9,307.5,1880,23.3,146,4587.144153261577,9.600000000000023,True,False,False,0,0,0,0,0
1896,L49075,297.9,307.6,1344,54.3,151,7642.363952828674,9.700000000000045,False,True,False,0,0,0,0,0
1897,L49076,297.9,307.5,1574,35.8,153,5900.874425188732,9.600000000000023,False,True,False,0,0,0,0,0
1898,L49077,297.8,307.4,1418,41.2,155,6117.895645698715,9.599999999999966,False,True,False,0,0,0,0,0
1899,L49078,297.8,307.5,1372,54.1,157,7772.84476770777,9.699999999999989,False,True,False,0,0,0,0,0
1900,L49079,297.8,307.5,1388,40.0,159,5814.04080424351,9.699999999999989,False,True,False,0,0,0,0,0
1901,H31314,297.9,307.6,1493,36.0,161,5628.477398171473,9.700000000000045,True,False,False,0,0,0,0,0
1902,M16761,297.9,307.6,1505,40.1,166,6319.889581349027,9.700000000000045,False,False,True,0,0,0,0,0
1903,L49082,298.0,307.6,1694,29.1,169,5162.202216525676,9.600000000000023,False,True,False,0,0,0,0,0
1904,L49083,297.9,307.6,1968,20.4,171,4204.204952740004,9.700000000000045,False,True,False,0,0,0,0,0
1905,M16764,298.0,307.6,1569,35.6,173,5849.268529865764,9.600000000000023,False,False,True,0,0,0,0,0
1906,L49085,297.9,307.6,1687,29.1,176,5140.870802407801,9.700000000000045,False,True,False,0,0,0,0,0
1907,L49086,297.9,307.6,1430,52.4,178,7846.860690626346,9.700000000000045,False,True,False,0,0,0,0,0
1908,L49087,297.9,307.6,1504,42.4,180,6677.936896078655,9.700000000000045,False,True,False,0,0,0,0,0
1909,L49088,297.9,307.6,1977,20.2,182,4182.02530860566,9.700000000000045,False,True,False,0,0,0,0,0
1910,L49089,298.0,307.7,1435,45.6,184,6852.441896010057,9.699999999999989,False,True,False,0,0,0,0,0
1911,H31324,298.0,307.7,1547,36.8,186,5961.653771060182,9.699999999999989,True,False,False,0,0,0,0,0
1912,M16771,298.1,307.8,1316,57.2,191,7882.800510583413,9.699999999999989,False,False,True,0,0,0,0,0
1913,M16772,298.0,307.7,1621,34.9,194,5924.300234408999,9.699999999999989,False,False,True,0,0,0,0,0
1914,M16773,298.0,307.8,1492,40.2,197,6280.923360469003,9.800000000000011,False,False,True,0,0,0,0,0
1915,L49094,298.0,307.7,1643,32.3,200,5557.362212469711,9.699999999999989,False,True,False,0,0,0,0,0
1916,L49095,298.0,307.7,1492,38.7,202,6046.560548511204,9.699999999999989,False,True,False,0,0,0,0,0
1917,L49096,298.0,307.7,1387,50.8,204,7378.512057829178,9.699999999999989,False,True,False,0,0,0,0,0
1918,M16777,298.1,307.9,1463,47.3,206,7246.596582304944,9.799999999999955,False,False,True,0,0,0,0,0
1919,M16778,298.1,307.9,1496,40.0,0,6266.430146360441,9.799999999999955,False,False,True,0,0,0,0,0
1920,L49099,298.2,308.0,1658,30.0,3,5208.760619651876,9.800000000000011,False,True,False,0,0,0,0,0
1921,L49100,298.1,307.9,2161,17.5,5,3960.239339237733,9.799999999999955,False,True,False,0,0,0,0,0
1922,L49101,298.1,307.9,1665,32.0,7,5579.468552775473,9.799999999999955,False,True,False,0,0,0,0,0
1923,L49102,298.0,307.8,1716,26.6,9,4779.996054289942,9.800000000000011,False,True,False,0,0,0,0,0
1924,L49103,298.0,307.7,1529,34.1,11,5459.972840208428,9.699999999999989,False,True,False,0,0,0,0,0
1925,L49104,297.9,307.7,1353,50.7,13,7183.471513918813,9.800000000000011,False,True,False,0,0,0,0,0
1926,L49105,297.9,307.7,1537,37.7,15,6067.975738433173,9.800000000000011,False,True,False,0,0,0,0,0
1927,L49106,298.0,307.7,1606,30.8,17,5179.941743042947,9.699999999999989,False,True,False,0,0,0,0,0
1928,H31341,298.0,307.8,1314,47.8,19,6577.364043261733,9.800000000000011,True,False,False,0,0,0,0,0
1929,L49108,298.0,307.8,1623,29.9,24,5081.808860520313,9.800000000000011,False,True,False,0,0,0,0,0
1930,M16789,298.0,307.8,1483,50.9,26,7904.739299280981,9.800000000000011,False,False,True,0,0,0,0,0
1931,M16790,298.1,307.9,1569,37.0,29,6079.295943961609,9.799999999999955,False,False,True,0,0,0,0,0
1932,M16791,298.2,308.0,1969,21.7,32,4474.392392924238,9.800000000000011,False,False,True,0,0,0,0,0
1933,M16792,298.1,308.0,1686,29.3,35,5173.134958960169,9.899999999999977,False,False,True,0,0,0,0,0
1934,L49113,298.1,308.0,1638,35.1,38,6020.736656898695,9.899999999999977,False,True,False,0,0,0,0,0
1935,L49114,298.1,307.9,1698,33.3,40,5921.211001632969,9.799999999999955,False,True,False,0,0,0,0,0
1936,M16795,298.1,307.9,1377,55.1,42,7945.37056426741,9.799999999999955,False,False,True,0,0,0,0,0
1937,M16796,298.1,308.0,2129,18.4,45,4102.249799155504,9.899999999999977,False,False,True,0,0,0,0,0
1938,L49117,298.2,308.0,1411,42.4,48,6265.005957690813,9.800000000000011,False,True,False,0,0,0,0,0
1939,L49118,298.1,307.9,1517,40.8,50,6481.482635474174,9.799999999999955,False,True,False,0,0,0,0,0
1940,M16799,298.1,307.9,1303,53.9,52,7354.646425637408,9.799999999999955,False,False,True,0,0,0,0,0
1941,L49120,298.1,307.9,1578,35.6,55,5882.820739406103,9.799999999999955,False,True,False,0,0,0,0,0
1942,L49121,298.1,307.9,1425,58.2,57,8684.932890848984,9.799999999999955,False,True,False,0,0,0,0,0
1943,L49122,298.1,308.0,1456,42.4,59,6464.811250459123,9.899999999999977,False,True,False,0,0,0,0,0
1944,L49123,298.1,308.0,1704,30.9,61,5513.872098168517,9.899999999999977,False,True,False,0,0,0,0,0
1945,L49124,298.1,308.1,1791,27.3,63,5120.199122747181,10.0,False,True,False,0,0,0,0,0
1946,L49125,298.1,308.1,1616,32.8,65,5550.649676166541,10.0,False,True,False,0,0,0,0,0
1947,L49126,298.2,308.1,1622,34.9,67,5927.954953862676,9.900000000000034,False,True,False,0,0,0,0,0
1948,L49127,298.2,308.1,1462,49.9,69,7639.704071048634,9.900000000000034,False,True,False,0,0,0,0,0
1949,L49128,298.1,308.1,1410,45.8,71,6762.592346117387,10.0,False,True,False,0,0,0,0,0
1950,M16809,298.1,308.0,1543,41.9,73,6770.310192069707,9.899999999999977,False,False,True,0,0,0,0,0
1951,M16810,298.0,307.9,1479,47.6,76,7372.312648326095,9.899999999999977,False,False,True,0,0,0,0,0
1952,L49131,298.0,307.8,1839,22.7,79,4371.557593396733,9.800000000000011,False,True,False,0,0,0,0,0
1953,L49132,298.0,307.8,1266,60.5,81,8020.8002038801,9.800000000000011,False,True,False,0,0,0,0,0
1954,L49133,297.9,307.7,1593,34.9,83,5821.968089706068,9.800000000000011,False,True,False,0,0,0,0,0
1955,L49134,297.9,307.8,1459,46.9,85,7165.66915554847,9.900000000000034,False,True,False,0,0,0,0,0
1956,L49135,297.9,307.7,1308,55.2,87,7560.933871247627,9.800000000000011,False,True,False,0,0,0,0,0
1957,M16816,297.9,307.7,1364,46.8,89,6684.806512014504,9.800000000000011,False,False,True,0,0,0,0,0
1958,H31371,297.9,307.7,1618,35.9,92,6082.772639831581,9.800000000000011,True,False,False,0,0,0,0,0
1959,H31372,297.9,307.7,1464,43.2,97,6622.979968591858,9.800000000000011,True,False,False,0,0,0,0,0
1960,M16819,297.8,307.6,1352,49.4,102,6994.106780735932,9.800000000000011,False,False,True,0,0,0,0,0
1961,L49140,297.8,307.6,1446,51.4,105,7783.232967415641,9.800000000000011,False,True,False,0,0,0,0,0
1962,L49141,297.8,307.5,1448,51.2,107,7763.671317159289,9.699999999999989,False,True,False,0,0,0,0,0
1963,L49142,297.8,307.5,1391,48.6,109,7079.327717452311,9.699999999999989,False,True,False,0,0,0,0,0
1964,L49143,297.7,307.5,1379,43.3,111,6252.889882023468,9.800000000000011,False,True,False,0,0,0,0,0
1965,M16824,297.8,307.5,1405,46.9,113,6900.455903732421,9.699999999999989,False,False,True,0,0,0,0,0
1966,L49145,297.8,307.5,1581,33.1,116,5480.099977142427,9.699999999999989,False,True,False,0,0,0,0,0
1967,L49146,297.9,307.6,1515,40.5,118,6425.342374754525,9.700000000000045,False,True,False,0,0,0,0,0
1968,L49147,297.9,307.6,1589,37.8,120,6289.908315458268,9.700000000000045,False,True,False,0,0,0,0,0
1969,L49148,298.0,307.6,1281,50.8,122,6814.617120460835,9.600000000000023,False,True,False,0,0,0,0,0
1970,H31383,297.8,307.5,1631,31.3,124,5345.974914785167,9.699999999999989,True,False,False,0,0,0,0,0
1971,M16830,297.9,307.6,1202,67.0,129,8433.50075880668,9.700000000000045,False,False,True,0,0,0,0,0
1972,L49151,297.9,307.6,1298,52.7,132,7163.312961058279,9.700000000000045,False,True,False,0,0,0,0,0
1973,L49152,297.9,307.6,1612,30.7,134,5182.41312926377,9.700000000000045,False,True,False,0,0,0,0,0
1974,L49153,297.9,307.6,1747,25.3,136,4628.518928509354,9.700000000000045,False,True,False,0,0,0,0,0
1975,L49154,298.0,307.6,1450,48.7,138,7394.785507774775,9.600000000000023,False,True,False,0,0,0,0,0
1976,L49155,298.0,307.7,1422,45.6,140,6790.364025175122,9.699999999999989,False,True,False,0,0,0,0,0
1977,M16836,298.1,307.7,1419,47.4,142,7043.513561201388,9.599999999999966,False,False,True,0,0,0,0,0
1978,M16837,298.1,307.7,1633,30.7,145,5249.925955389414,9.599999999999966,False,False,True,0,0,0,0,0
1979,L49158,298.0,307.7,1442,43.6,148,6583.856668079154,9.699999999999989,False,True,False,0,0,0,0,0
1980,H31393,298.0,307.6,1420,45.8,150,6810.553993962192,9.600000000000023,True,False,False,0,0,0,0,0
1981,M16840,298.0,307.6,1301,58.5,155,7970.063482524625,9.600000000000023,False,False,True,0,0,0,0,0
1982,L49161,298.0,307.6,1385,45.0,158,6526.658737832794,9.600000000000023,False,True,False,0,0,0,0,0
1983,M16842,298.0,307.7,1487,41.3,160,6431.164793139176,9.699999999999989,False,False,True,0,0,0,0,0
1984,M16843,298.0,307.6,1459,44.4,163,6783.703848749512,9.600000000000023,False,False,True,0,0,0,0,0
1985,M16844,298.0,307.5,1387,45.5,166,6608.706665969048,9.5,False,False,True,0,0,0,0,0
1986,L49165,298.1,307.7,1537,40.8,169,6566.933955651815,9.599999999999966,False,True,False,0,0,0,0,0
1987,L49166,298.1,307.6,1498,42.9,171,6729.7312869608395,9.5,False,True,False,0,0,0,0,0
1988,M16847,298.2,307.8,1599,31.2,173,5224.342919213682,9.600000000000023,False,False,True,0,0,0,0,0
1989,H31402,298.3,307.9,1420,39.2,176,5829.1204489807415,9.599999999999966,True,False,False,0,0,0,0,0
1990,L49169,298.2,307.9,1785,23.4,181,4374.039451593068,9.699999999999989,False,True,False,0,0,0,0,0
1991,L49170,298.2,307.8,1423,48.1,183,7167.679774846769,9.600000000000023,False,True,False,0,0,0,0,0
1992,M16851,298.2,307.8,1583,36.6,185,6067.232228171823,9.600000000000023,False,False,True,0,0,0,0,0
1993,L49172,298.2,307.8,1375,46.6,188,6709.9183092922,9.600000000000023,False,True,False,0,0,0,0,0
1994,M16853,298.3,308.0,1463,42.5,190,6511.2125739526455,9.699999999999989,False,False,True,0,0,0,0,0
1995,M16854,298.2,307.9,1403,45.1,193,6626.173921123008,9.699999999999989,False,False,True,0,0,0,0,0
1996,L49175,298.3,308.0,1451,47.1,196,7156.7679763633,9.699999999999989,False,True,False,0,0,0,0,0
1997,M16856,298.4,308.0,1416,38.2,198,5664.41721812854,9.600000000000023,False,False,True,1,1,0,0,0
1998,L49177,298.3,308.1,1672,41.3,0,7231.2760821309375,9.800000000000011,False,True,False,0,0,0,0,0
1999,H31412,298.3,308.0,1637,30.8,2,5279.928165231197,9.699999999999989,True,False,False,0,0,0,0,0
2000,L49179,298.4,308.0,1540,37.8,7,6095.946385025634,9.600000000000023,False,True,False,0,0,0,0,0
2001,L49180,298.4,308.1,1279,53.1,9,7112.031696976182,9.700000000000045,False,True,False,0,0,0,0,0
2002,L49181,298.4,308.2,1604,34.9,11,5862.170003696505,9.800000000000011,False,True,False,0,0,0,0,0
2003,L49182,298.5,308.2,1654,27.1,13,4693.895471630558,9.699999999999989,False,True,False,0,0,0,0,0
2004,M16863,298.5,308.2,1564,37.5,15,6141.813637768045,9.699999999999989,False,False,True,0,0,0,0,0
2005,L49184,298.5,308.2,1451,47.5,18,7217.54732223475,9.699999999999989,False,True,False,0,0,0,0,0
2006,L49185,298.5,308.3,1504,38.0,20,5984.9434445987945,9.800000000000011,False,True,False,0,0,0,0,0
2007,M16866,298.5,308.3,1381,50.5,22,7303.208081922633,9.800000000000011,False,False,True,0,0,0,0,0
2008,L49187,298.6,308.4,1562,34.4,25,5626.885657893654,9.799999999999955,False,True,False,0,0,0,0,0
2009,L49188,298.5,308.3,1811,24.7,27,4684.292670086084,9.800000000000011,False,True,False,0,0,0,0,0
2010,M16869,298.6,308.3,1717,28.7,29,5160.369620811081,9.699999999999989,False,False,True,0,0,0,0,0
2011,L49190,298.6,308.3,1278,60.5,32,8096.826746096973,9.699999999999989,False,True,False,0,0,0,0,0
2012,L49191,298.7,308.5,1616,30.2,34,5110.659153055779,9.800000000000011,False,True,False,0,0,0,0,0
