,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
3585,299.0,310.4,1452,46.2,168,False,True,False
3586,301.2,311.2,1635,29.6,211,False,True,False
3587,299.5,309.2,1495,41.6,17,False,False,True
3588,298.3,308.5,1538,32.2,173,False,True,False
3589,297.9,309.0,1528,37.5,54,False,True,False
3590,298.7,309.6,1738,27.3,79,False,False,True
3591,299.0,308.4,1535,47.5,163,False,False,True
3592,300.7,310.2,1373,44.1,28,False,False,True
3593,298.7,310.2,1525,43.7,34,False,True,False
3594,297.9,308.5,1472,45.1,70,False,True,False
3595,303.0,311.2,1387,41.4,100,False,False,True
3596,297.4,308.5,2100,16.9,176,False,True,False
3597,300.9,312.1,1462,46.0,166,False,True,False
3598,301.9,310.4,1370,51.7,153,False,True,False
3599,300.0,309.1,1463,45.7,11,False,False,True
3600,299.9,310.1,1362,56.3,179,False,False,True
3601,300.5,309.8,1507,42.5,117,False,True,False
3602,299.6,310.2,1512,44.0,79,False,True,False
3603,302.3,310.1,1487,46.0,184,False,True,False
3604,300.3,309.6,1568,39.6,85,False,True,False
3605,299.0,310.2,1744,31.5,0,True,False,False
3606,300.8,310.6,1384,52.9,165,False,True,False
3607,299.3,310.9,1669,32.4,5,False,True,False
3608,299.2,310.3,1352,48.9,238,False,True,False
3609,302.9,312.4,1698,33.8,202,False,True,False
3610,301.7,310.5,2465,13.7,149,False,True,False
3611,299.0,308.7,1892,22.8,96,False,True,False
3612,297.2,308.6,1437,52.4,37,False,True,False
3613,298.1,307.9,1578,35.6,55,False,True,False
3614,297.2,308.6,1864,23.6,103,False,True,False
3615,299.0,310.1,1463,37.4,56,False,True,False
3616,300.9,310.9,1749,26.4,40,False,True,False
3617,299.7,311.1,1603,31.4,141,False,True,False
3618,299.2,308.5,1378,53.4,100,False,True,False
3619,302.6,311.0,1438,51.0,106,True,False,False
3620,300.5,309.8,1370,55.9,143,False,False,True
3621,301.5,310.5,1308,60.5,139,False,False,True
3622,300.8,309.7,1997,20.7,5,False,True,False
3623,295.7,306.2,1397,52.0,101,False,True,False
3624,298.0,307.5,1427,43.6,101,False,False,True
3625,299.0,308.4,1356,52.6,188,False,True,False
3626,301.2,311.1,1550,39.7,20,False,True,False
3627,299.3,308.8,1397,45.4,191,True,False,False
3628,299.5,310.9,1496,38.5,162,False,True,False
3629,297.1,308.4,1880,23.5,155,False,False,True
3630,300.1,309.3,1448,45.8,163,True,False,False
3631,302.2,311.0,1555,34.2,185,False,True,False
3632,301.9,311.0,1336,63.6,111,True,False,False
3633,296.8,307.6,1588,37.6,126,False,True,False
3634,299.0,310.0,1458,44.9,221,True,False,False
3635,301.3,310.0,1344,54.8,186,False,True,False
3636,303.6,312.5,1710,31.4,180,False,True,False
3637,298.5,309.7,1354,60.8,96,False,False,True
3638,299.9,311.0,1747,27.6,177,False,True,False
3639,300.8,311.9,1414,41.1,171,False,True,False
3640,299.2,310.7,1636,29.4,23,True,False,False
3641,298.7,309.7,1293,59.1,125,False,True,False
3642,297.4,308.2,1401,51.9,117,False,False,True
3643,297.8,309.2,1295,61.2,12,False,False,True
3644,299.8,309.4,1439,47.4,57,False,False,True
3645,300.2,311.6,1827,27.0,22,False,True,False
3646,297.8,307.8,1563,34.3,53,False,True,False
3647,300.7,311.0,1334,53.9,150,False,False,True
3648,298.2,308.4,1398,51.8,76,True,False,False
3649,299.7,310.4,1410,44.5,105,False,False,True
3650,298.3,308.1,2636,12.8,84,True,False,False
3651,297.8,309.0,1403,64.2,0,False,True,False
3652,299.6,310.9,1853,26.3,166,False,True,False
3653,302.2,311.1,1426,50.6,101,True,False,False
3654,301.7,311.3,1421,45.9,85,False,True,False
3655,301.5,310.9,1580,32.3,11,False,True,False
3656,299.3,308.8,1636,35.5,180,True,False,False
3657,300.7,310.5,1476,43.1,134,True,False,False
3658,300.6,309.6,1290,57.4,119,False,True,False
3659,303.1,312.8,1435,41.9,115,True,False,False
3660,298.7,309.8,1539,33.4,2,False,True,False
3661,302.2,311.2,1627,33.2,74,False,False,True
3662,297.1,308.4,1583,31.9,2,False,True,False
3663,299.8,311.2,1369,46.2,146,False,True,False
3664,301.4,310.8,1490,38.0,168,False,True,False
3665,300.0,311.0,1637,33.6,181,False,True,False
3666,298.9,309.9,1365,46.5,75,False,True,False
3667,300.6,310.0,1397,55.2,90,False,False,True
3668,301.6,310.7,1638,33.8,196,False,True,False
3669,300.6,310.2,1532,38.7,16,False,False,True
3670,302.7,311.0,1694,29.8,150,False,True,False
3671,303.6,312.6,1436,42.0,110,True,False,False
3672,300.5,311.8,1524,38.9,214,False,True,False
3673,297.1,308.4,1432,53.4,199,False,False,True
3674,299.9,309.5,1547,38.5,148,True,False,False
3675,300.7,312.3,1670,27.3,81,True,False,False
3676,300.7,309.7,1435,44.7,76,False,False,True
3677,301.4,310.7,1616,36.5,121,False,True,False
3678,301.9,310.3,1398,44.0,65,False,True,False
3679,299.2,308.4,1538,38.0,98,False,False,True
3680,303.6,312.8,1400,43.2,23,False,False,True
3681,300.3,309.9,1601,31.7,180,False,True,False
3682,299.8,310.8,1409,51.9,154,False,True,False
3683,302.7,312.1,1597,39.8,153,False,True,False
3684,301.4,311.1,1952,22.7,131,False,True,False
3685,296.7,307.6,1547,34.7,150,False,False,True
3686,302.6,310.2,1631,31.0,100,False,False,True
3687,302.4,311.1,1480,45.7,200,False,False,True
3688,299.5,310.0,1481,43.1,90,False,True,False
3689,301.3,311.1,1413,42.0,221,False,True,False
3690,298.8,308.7,1445,48.5,70,False,True,False
3691,297.4,308.5,1643,33.8,132,False,True,False
3692,297.8,308.5,1466,44.7,88,False,False,True
3693,304.3,313.5,1525,42.0,2,False,False,True
3694,299.9,309.3,1389,52.8,0,False,False,True
3695,302.4,311.0,1610,33.1,161,False,True,False
3696,296.6,307.7,1556,37.7,110,False,True,False
3697,300.4,309.3,1467,40.3,166,False,False,True
3698,300.3,311.4,1471,37.0,114,False,True,False
3699,297.9,308.8,1681,31.7,94,False,True,False
3700,302.6,312.4,1628,33.0,15,False,True,False
3701,301.2,310.5,1546,40.0,55,False,True,False
3702,298.7,310.1,1693,31.9,51,False,False,True
3703,299.3,309.1,1496,37.2,149,False,True,False
3704,301.3,310.6,1387,53.6,94,False,True,False
3705,301.7,310.9,1300,62.7,36,False,False,True
3706,303.6,312.9,1450,45.3,29,False,True,False
3707,302.8,312.1,1441,52.1,79,False,True,False
3708,297.5,308.2,2448,13.8,29,False,False,True
3709,300.7,310.7,1377,46.7,36,False,False,True
3710,298.4,308.0,1380,47.6,130,False,True,False
3711,299.4,308.6,1542,41.8,166,True,False,False
3712,297.7,309.7,1498,41.0,176,False,True,False
3713,296.9,308.1,1422,48.7,215,False,True,False
3714,301.2,311.0,1544,39.3,217,False,True,False
3715,303.6,312.0,1435,37.9,98,False,False,True
3716,300.4,311.8,2496,13.5,5,True,False,False
3717,297.4,309.3,1759,24.8,81,False,True,False
3718,298.3,310.1,1389,49.6,75,False,False,True
3719,301.3,310.6,1458,48.0,104,False,True,False
3720,302.4,311.9,1541,37.9,192,False,True,False
3721,300.0,311.4,1476,39.0,92,False,True,False
3722,301.7,311.0,2016,19.3,180,True,False,False
3723,299.1,310.4,1505,46.1,176,False,True,False
3724,296.8,307.5,1443,39.2,13,False,False,True
3725,300.4,310.8,1520,37.6,151,False,True,False
3726,300.5,309.3,1578,30.5,34,False,False,True
3727,303.5,312.3,1543,33.3,71,False,False,True
3728,299.3,310.4,1393,44.9,162,True,False,False
3729,302.3,311.5,1526,38.2,47,True,False,False
3730,299.7,309.2,1631,35.1,177,False,True,False
3731,298.5,309.5,1579,38.6,126,False,True,False
3732,301.4,310.0,1776,25.6,30,False,True,False
3733,300.7,309.7,1507,52.4,163,False,True,False
3734,301.9,310.9,1567,39.0,214,False,True,False
3735,301.0,310.4,1517,46.1,145,False,False,True
3736,297.2,308.5,1653,33.3,207,True,False,False
3737,303.4,312.0,1748,28.4,200,False,False,True
3738,301.1,310.1,1457,39.6,215,False,True,False
3739,303.3,312.7,1262,63.8,100,False,True,False
3740,300.0,309.4,1395,44.5,181,False,True,False
3741,299.5,309.2,1590,35.9,22,False,False,True
3742,300.5,311.8,1591,42.0,182,False,False,True
3743,297.2,308.3,1796,23.8,61,False,True,False
3744,301.1,311.3,1654,30.7,28,False,False,True
3745,302.4,312.0,1621,32.5,169,False,True,False
3746,300.4,311.6,1815,23.5,49,False,True,False
3747,297.1,307.8,1454,50.6,94,False,True,False
3748,300.5,309.9,1735,27.0,107,False,False,True
3749,298.8,308.5,1577,33.2,0,False,False,True
3750,300.0,309.6,1514,44.6,98,False,True,False
3751,298.0,309.2,1458,39.8,87,False,True,False
3752,298.0,309.1,1557,36.4,65,True,False,False
3753,299.0,310.0,1569,34.3,132,True,False,False
3754,298.2,308.1,1379,62.3,149,False,True,False
3755,299.9,309.2,1353,49.8,182,False,False,True
3756,303.3,311.5,1601,35.2,10,False,True,False
3757,300.8,310.5,1511,35.8,54,False,False,True
3758,300.9,311.1,1471,39.3,91,False,True,False
3759,302.7,310.7,1433,43.7,13,False,True,False
3760,302.5,312.0,1642,29.1,46,False,False,True
3761,302.8,312.1,1418,51.4,54,False,True,False
3762,300.1,309.3,1520,38.2,158,True,False,False
3763,298.2,307.9,1313,67.3,67,False,True,False
3764,300.6,310.6,1830,26.2,78,True,False,False
3765,297.4,308.4,1340,52.6,15,False,False,True
3766,302.5,311.5,1700,29.5,133,False,True,False
3767,301.2,312.4,1378,59.0,95,False,True,False
3768,303.7,313.1,2130,18.1,185,False,False,True
3769,297.0,308.1,1573,34.9,93,False,False,True
3770,298.3,307.9,1420,39.2,176,True,False,False
3771,300.3,311.5,1667,28.8,56,False,True,False
3772,303.0,311.1,1980,20.2,137,False,True,False
3773,298.4,308.3,1318,59.1,22,False,True,False
3774,303.4,311.7,1673,32.2,166,False,True,False
3775,298.6,308.4,1778,28.2,161,False,False,True
3776,298.4,308.1,1395,44.0,92,False,True,False
3777,298.6,309.4,1525,37.8,54,False,True,False
3778,297.0,307.9,1882,24.2,97,False,False,True
3779,300.0,309.1,1791,28.2,108,False,True,False
3780,302.2,311.2,1377,43.0,91,False,False,True
3781,297.4,308.9,1708,28.8,174,False,True,False
3782,302.6,311.0,1506,37.2,95,False,True,False
3783,300.7,311.6,1348,62.5,36,False,False,True
3784,298.9,308.9,1830,24.9,35,False,True,False
3785,298.8,308.9,1379,46.7,204,False,True,False
3786,300.5,310.0,1521,45.1,86,False,True,False
3787,296.7,308.0,1580,32.2,39,False,True,False
3788,298.0,308.8,1581,36.1,73,False,True,False
3789,296.1,307.1,1350,53.3,22,False,False,True
3790,299.6,309.1,1588,41.3,0,True,False,False
3791,297.3,308.8,1419,42.4,139,True,False,False
3792,298.9,309.8,1390,49.9,21,False,True,False
3793,300.6,310.6,1419,39.6,3,True,False,False
3794,301.8,310.5,1548,34.1,93,False,True,False
3795,298.5,308.9,1781,27.8,113,False,True,False
3796,300.7,310.8,1518,40.1,142,True,False,False
3797,301.3,311.1,1438,43.0,137,False,False,True
3798,300.8,311.1,1480,41.1,176,False,True,False
3799,303.8,313.0,1365,59.9,205,False,True,False
3800,298.6,309.8,1561,32.6,201,False,True,False
3801,298.0,308.0,1401,54.7,65,False,True,False
3802,300.4,309.6,1319,48.1,26,False,True,False
3803,302.3,310.8,1721,28.4,215,False,False,True
3804,301.1,310.7,2636,12.2,100,False,False,True
3805,300.3,309.5,1665,31.4,32,False,False,True
3806,301.6,311.1,1325,49.2,104,False,True,False
3807,298.5,308.7,1615,33.3,41,False,False,True
3808,303.4,311.8,1306,61.0,215,False,True,False
3809,297.2,307.9,1825,24.6,142,False,True,False
3810,297.0,308.1,1363,45.3,196,False,False,True
3811,301.1,310.4,1312,73.6,49,False,True,False
3812,298.5,309.6,1861,26.9,130,False,True,False
3813,301.4,310.8,1477,50.4,90,False,True,False
3814,297.6,308.4,1507,46.0,51,False,False,True
3815,302.9,312.4,1421,46.0,206,False,False,True
3816,297.9,307.6,1493,36.0,161,True,False,False
3817,301.4,310.9,1440,45.4,177,False,True,False
3818,301.0,310.9,1515,37.3,6,False,True,False
3819,301.0,310.9,2047,17.9,178,False,False,True
3820,300.4,311.7,1444,51.2,174,False,True,False
3821,297.7,309.6,1697,32.2,210,True,False,False
3822,300.7,310.9,1723,31.0,73,False,True,False
3823,297.6,309.3,1415,41.3,17,False,False,True
3824,300.6,310.1,1337,45.8,62,False,True,False
3825,298.8,308.6,1535,41.2,40,False,True,False
3826,304.2,313.4,1434,42.5,175,False,True,False
3827,298.9,310.2,1304,57.2,183,False,True,False
3828,301.2,311.7,1463,48.3,204,False,True,False
3829,297.9,307.6,1515,40.5,118,False,True,False
3830,300.8,310.8,1634,29.2,149,False,True,False
3831,301.4,310.7,1459,37.7,40,False,False,True
3832,298.5,309.2,1504,33.7,182,False,True,False
3833,301.0,309.6,1588,32.7,138,False,False,True
3834,301.6,310.8,1535,35.4,148,False,True,False
3835,303.0,311.3,2194,16.5,148,False,True,False
3836,300.9,310.5,2288,16.1,85,False,True,False
3837,297.0,307.6,1575,37.4,98,False,True,False
3838,300.7,311.9,1485,38.8,9,False,True,False
3839,302.7,312.0,1652,31.0,81,False,False,True
3840,300.0,309.6,1496,38.8,27,False,True,False
3841,298.0,307.6,1509,41.6,33,False,True,False
3842,298.6,308.4,1391,42.4,169,False,False,True
3843,301.2,309.9,1515,40.9,21,False,True,False
3844,297.3,308.6,1499,37.6,147,True,False,False
3845,300.3,311.7,1723,28.3,193,False,False,True
3846,301.7,310.6,1417,45.2,185,False,False,True
3847,301.7,310.7,1605,33.3,220,False,True,False
3848,298.9,310.2,1533,42.8,138,False,True,False
3849,298.5,309.4,1364,44.5,162,False,True,False
3850,300.4,311.6,1200,76.6,3,False,True,False
3851,297.0,307.9,1493,34.7,57,False,False,True
3852,300.4,311.4,1728,31.7,133,False,True,False
3853,301.5,310.6,1405,42.3,83,False,True,False
3854,300.9,310.8,1790,26.2,191,False,False,True
3855,302.3,311.0,1609,31.0,190,False,True,False
3856,299.5,309.2,1499,41.5,175,False,True,False
3857,300.8,310.7,1586,33.4,142,False,True,False
3858,297.6,308.7,1552,42.3,27,False,True,False
3859,298.6,310.1,1533,33.9,24,False,True,False
3860,300.6,309.4,1312,45.2,73,False,False,True
3861,302.5,310.3,1488,41.8,160,False,False,True
3862,300.2,309.8,1526,45.6,175,False,True,False
3863,300.7,309.5,1692,30.3,64,False,True,False
3864,301.1,310.1,1540,36.6,28,False,True,False
3865,302.2,311.1,1418,47.0,61,False,True,False
3866,302.0,311.1,1373,55.7,157,False,True,False
3867,303.7,312.9,1532,41.3,32,False,False,True
3868,303.4,311.8,1401,53.0,208,False,True,False
3869,299.0,308.7,1620,35.4,199,False,False,True
3870,300.3,309.2,1364,47.6,45,False,False,True
3871,298.3,307.7,1439,43.8,111,False,False,True
3872,302.0,310.6,1346,54.7,196,True,False,False
3873,301.8,310.9,1899,24.7,31,False,True,False
3874,299.3,309.0,1422,47.3,25,False,True,False
3875,300.8,310.6,1551,34.5,153,False,True,False
3876,299.7,311.1,1690,30.6,148,False,True,False
3877,301.0,312.2,1776,28.8,138,False,True,False
3878,301.3,310.8,1372,54.2,49,False,False,True
3879,298.6,309.4,1447,40.2,173,False,True,False
3880,300.7,309.5,1467,44.3,55,False,True,False
3881,301.6,310.6,1391,49.4,164,False,True,False
3882,303.9,313.4,1464,49.1,171,False,False,True
3883,298.7,310.1,1506,50.7,53,False,False,True
3884,295.9,306.5,1594,33.2,55,True,False,False
3885,297.4,308.7,1429,37.6,118,True,False,False
3886,299.0,310.3,1582,33.3,177,False,False,True
3887,301.6,310.9,1643,34.1,44,False,True,False
3888,298.7,309.9,2083,18.2,205,False,False,True
3889,301.4,310.6,1381,46.1,70,False,True,False
3890,300.0,309.0,1622,31.8,103,True,False,False
3891,297.5,308.7,1416,39.2,74,True,False,False
3892,299.1,308.5,1539,46.8,190,False,True,False
3893,302.3,311.2,1903,22.9,55,False,True,False
3894,297.6,308.7,1622,37.9,79,False,True,False
3895,298.8,309.7,1529,44.0,136,False,True,False
3896,298.0,308.4,1472,42.0,15,False,True,False
3897,300.3,311.6,1304,62.8,118,False,False,True
3898,303.4,311.6,1446,50.0,163,False,False,True
3899,302.4,311.2,1450,47.9,154,False,True,False
3900,297.5,308.4,1511,42.8,209,False,True,False
3901,297.4,308.5,1399,61.5,61,False,True,False
3902,301.0,310.8,1558,34.9,196,False,True,False
3903,298.6,309.6,1353,62.5,9,False,True,False
3904,303.5,312.8,1375,45.7,89,False,False,True
3905,297.5,308.7,1429,44.3,201,False,True,False
3906,298.3,308.5,1575,41.2,105,False,True,False
3907,296.1,307.1,1485,36.0,169,False,False,True
3908,298.1,308.8,1434,41.8,93,False,False,True
3909,298.0,308.2,1442,44.1,204,False,True,False
3910,300.5,311.0,2074,18.9,9,False,True,False
3911,298.9,309.6,1583,39.8,202,False,True,False
3912,298.8,309.5,1645,32.8,157,False,True,False
3913,301.2,310.5,1505,43.6,78,True,False,False
3914,299.8,309.7,1368,47.4,148,True,False,False
3915,299.1,310.2,1711,28.1,17,False,False,True
3916,298.9,309.9,1501,37.1,70,False,False,True
3917,297.8,308.4,1685,28.4,179,False,True,False
3918,298.4,308.1,1367,57.8,92,False,True,False
3919,299.8,311.1,1452,44.3,167,False,False,True
3920,304.0,313.3,1294,54.6,102,False,True,False
3921,298.3,309.1,1472,40.1,31,False,True,False
3922,297.5,308.4,1489,39.5,96,False,True,False
3923,301.1,310.6,1310,48.8,103,False,False,True
3924,301.0,312.1,1377,49.9,48,False,True,False
3925,299.5,310.0,1412,48.9,56,False,True,False
3926,297.1,308.4,1583,38.2,150,False,False,True
3927,301.0,312.0,1447,36.8,31,False,True,False
3928,301.9,310.8,1540,37.6,83,False,True,False
3929,298.0,308.2,1365,52.9,218,False,True,False
3930,298.2,308.1,1532,42.5,154,False,True,False
3931,300.1,309.6,1376,52.1,147,False,False,True
3932,299.1,308.8,1329,53.6,207,False,True,False
3933,299.0,309.0,1575,35.3,47,False,False,True
3934,301.5,310.6,1579,28.0,220,False,True,False
3935,300.7,310.8,1534,41.3,69,False,True,False
3936,296.3,307.2,1646,35.0,192,False,True,False
3937,301.5,310.9,1451,40.6,0,False,True,False
3938,299.0,310.3,1584,34.4,83,False,True,False
3939,298.3,307.9,1507,41.2,149,False,True,False
3940,303.3,311.3,1502,39.5,38,True,False,False
3941,299.6,311.0,1708,31.0,122,False,True,False
3942,299.5,309.3,1477,40.4,138,False,True,False
3943,300.2,310.3,1445,50.9,34,False,True,False
3944,301.9,310.9,1616,34.5,46,False,True,False
3945,297.4,308.1,1749,25.9,8,False,True,False
3946,297.7,308.4,1510,38.6,72,False,True,False
3947,300.7,309.6,1421,49.8,165,False,False,True
3948,297.7,309.7,1591,37.7,196,False,True,False
3949,297.5,308.6,1621,28.9,0,False,True,False
3950,297.4,308.7,1425,50.3,152,False,False,True
3951,298.9,310.1,1473,42.6,164,False,True,False
3952,301.4,310.7,1675,30.7,92,False,True,False
3953,302.5,311.9,1520,44.9,94,False,True,False
3954,300.8,310.6,1666,36.2,144,False,True,False
3955,299.5,310.8,1507,40.2,156,False,False,True
3956,300.7,311.8,1478,41.9,207,False,True,False
3957,299.0,308.7,1500,40.2,30,False,False,True
3958,297.6,308.2,2071,18.5,144,True,False,False
3959,301.7,311.0,1700,28.7,19,False,True,False
3960,298.2,307.9,1551,34.1,190,False,True,False
3961,303.3,311.8,1315,62.0,42,False,True,False
3962,301.1,311.0,1413,46.6,30,False,False,True
3963,301.2,310.9,1597,37.9,164,False,True,False
3964,300.9,310.7,1656,30.7,200,True,False,False
3965,297.4,309.4,1620,35.4,51,False,True,False
3966,300.0,310.0,1486,41.8,69,False,True,False
3967,298.9,310.0,1487,36.6,129,False,False,True
3968,303.7,312.4,1642,32.3,206,False,False,True
3969,298.8,309.8,1437,48.2,164,True,False,False
3970,300.5,311.0,1759,28.3,13,False,True,False
3971,301.2,310.9,1416,53.3,66,False,True,False
3972,300.3,309.2,1462,51.4,48,False,True,False
3973,297.3,308.6,1586,37.7,155,False,True,False
3974,298.5,310.0,1492,41.2,19,False,True,False
3975,299.1,309.0,1450,43.0,40,False,True,False
3976,302.2,311.2,1471,41.9,166,False,False,True
3977,301.4,310.7,1375,42.0,168,False,False,True
3978,298.3,308.9,1363,46.1,5,False,False,True
3979,298.6,309.2,2035,19.6,40,False,True,False
3980,302.6,311.9,1397,46.9,82,False,True,False
3981,297.7,309.7,1440,51.1,191,True,False,False
3982,298.0,308.3,1544,34.7,213,False,True,False
3983,298.2,307.9,1529,36.6,105,False,False,True
3984,302.7,312.2,1369,51.8,174,False,True,False
3985,301.1,311.0,1339,52.8,194,True,False,False
3986,301.9,309.7,1533,35.9,204,False,False,True
3987,303.6,312.4,1418,46.0,128,False,True,False
3988,302.8,312.5,1462,43.4,68,False,True,False
3989,303.8,312.9,1819,23.7,16,False,True,False
3990,302.0,310.8,1902,23.4,188,False,True,False
3991,298.8,309.6,1693,33.3,170,False,False,True
3992,300.8,312.6,1588,35.6,114,False,False,True
3993,298.4,308.7,1588,35.0,99,False,True,False
3994,299.3,309.1,1493,38.0,151,False,True,False
3995,300.7,311.2,1457,51.4,61,False,True,False
3996,298.4,309.2,1414,46.4,128,False,False,True
